fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"PISO LIVADI PAROS, Greece (857)","AGIOS NIKOLAOS KHALKIDIKES, Greece (706)",APOLLON HELLAS,FAST FERRIES,5.0,1.0,Cabin-2 Beds [A2K],356.0,College Student,90.51464395878739,2022-12-04,09:26:15,1900-01-01 17:11:15,M,1971-03-16,Iraq,5902285543,Daniel,King,Daniel.King@gmail.com,GB11SYRO33810700396428,Daniel,King,04/27
"Myrtos Beach, Greece (MYB)","PISO LIVADI PAROS, Greece (857)",MAKEDON,SAOS,4.0,1.0,Cabin-2 Beds [A2K],46.0,Having many children,18.341616045744402,2023-12-14,04:01:31,1900-01-01 23:42:31,F,1982-03-08,Guam,4654948019,Emily,Valdez,Emily.Valdez@gmail.com,GB28FTLL60225262090756,Emily,Valdez,06/32
"Symi, Greece (SYM)","Poros Kefallinias, Greece (PKE)",PANAGIA SKIADENI,KATEROS,9.0,2.0,Cabin-2 Beds (Ext.) [AA2],419.0,Hoplites,47.7689281517069,1993-01-02,16:17:25,1900-01-02 09:38:25,M,1992-05-27,Lesotho,7435802753,Tony,Herring,Tony.Herring@gmail.com,GB80KTCG78116482464377,Tony,Herring,08/30
"Korinthos, Greece (KRT)","Limni, Greece (LII)",MENEKRATIS,FAST FERRIES,8.0,3.0,Aviation Seat [ATS],350.0,Having many children,87.5587307731597,2015-08-14,23:59:46,1900-01-02 08:49:46,M,1975-02-06,Georgia,643-984-2992,Nicolas,Harrison,Nicolas.Harrison@gmail.com,GB94GULK13830800651226,Nicolas,Harrison,05/27
"Preveza/Lefkas, Greece (PVK)","Pyrgos, Greece (PYR)",ARTEMIS,FAST FERRIES,3.0,4.0,Cabin-2 Beds [A2K],460.0,Hoplites,84.89404413167365,2000-03-09,20:11:16,1900-01-02 05:14:16,F,1982-07-22,Indonesia,(599)273-5735,Veronica,Rogers,Veronica.Rogers@gmail.com,GB62ESTA53971014507896,Veronica,Rogers,04/32
"Lagos (Porto-Lago), Greece (PTL)","Fiskardo, Greece (FIS)",BLUE STAR PAROS,GOUTOS LINES,8.0,6.0,Deck/Living Room [D] ,456.0,Retired NAT,62.36343422799626,1972-06-18,16:09:44,1900-01-02 02:07:44,M,1984-07-31,Yemen,314-219-3156,John,Flores,John.Flores@gmail.com,GB54LZDE93526909832077,John,Flores,12/25
"Igoumenitsa, Greece (IGO)","Samos, Greece (SMI)",BLUE STAR NAXOS,GOUTOS LINES,6.0,5.0,Cabin-4 Beds (Ext.) [A4],323.0,Hoplites,93.98384792585249,2016-02-28,21:02:40,1900-01-02 04:36:40,M,1976-06-16,Vietnam,(196)584-2850,Jason,Myers,Jason.Myers@gmail.com,GB94SVFQ90717529398052,Jason,Myers,01/25
"NEOS MARMARAS KHALKIDIKES, Greece (793)","Samothraki, Greece (SAM)",H/S/C SANTORINI PALACE,MIKRES KYKLADES,4.0,5.0,Cabin-3 Beds [AB3],249.0,Retired NAT,40.31697895135285,2017-01-29,12:16:25,1900-01-01 16:02:25,M,1995-07-19,India,746-896-5968,Aaron,Ward,Aaron.Ward@gmail.com,GB22XDOF71558744529007,Aaron,Ward,08/25
"ALUKE BOLOU, Greece (711)","MULOI ARGOUS, Greece (784)",FLYINGCAT 6,SAOS,6.0,1.0,Cabin-4 Beds [AB4],114.0,Having many children,30.082396137678465,1989-02-08,03:04:19,1900-01-01 18:45:19,F,1974-01-04,Japan,0835667248,Yolanda,Oneill,Yolanda.Oneill@gmail.com,GB60HZOD83759760347113,Yolanda,Oneill,08/31
"Mylaki, Greece (MYL)","Kastelli Kissamou, Greece (KIS)",H/S/F HELLENIC SPIRIT,NOVA FERRIES,1.0,2.0,Deck/Living Room [D] ,455.0,Hoplites,43.11653356925971,1988-10-04,17:29:00,1900-01-01 18:43:00,F,1997-05-08,Vanuatu,6443311399,Carolyn,Cross,Carolyn.Cross@gmail.com,GB26SASC91934981764308,Carolyn,Cross,12/31
"Petra, Greece (PLV)","Agia Marina Lerou, Greece (AML)",BLUE STAR 1,AEGEAN FLYING DOLPHINS,8.0,8.0,Cabin-4 Beds [A4K],294.0,Having many children,87.84466222729918,2010-06-09,01:41:56,1900-01-01 19:18:56,F,1982-07-06,French Southern Territories,+1-622-702-6493,Amanda,Wolf,Amanda.Wolf@gmail.com,GB09OBQD97232933214542,Amanda,Wolf,10/23
"Assos, Greece (SOS)","Antikyra, Greece (ATK)",MEGAJET,TRITON FERRIES,9.0,5.0,Aviation Seat [ATS],478.0,Having many children,92.64487418604071,2019-04-26,02:51:26,1900-01-01 22:13:26,M,1999-04-20,Palau,942.622.5359,Michael,Reyes,Michael.Reyes@gmail.com,GB83SHSA12048798476151,Michael,Reyes,12/26
"Sagiada Thesprotias, Greece (SGT)","Astakos, Greece (AST)",MARMARI EXPRESS,ΑΤΤΙCA GROUP,9.0,1.0,Cabin-4 Beds [A4K],232.0,Hoplites,40.920324634195026,1973-01-30,13:30:57,1900-01-01 20:26:57,F,1977-05-11,Norway,864-940-3580,Karen,Freeman,Karen.Freeman@gmail.com,GB47NHTL98005197591758,Karen,Freeman,03/26
"KALLONE LESBOU, Greece (743)","Meganisi, Greece (MGN)",MAKEDON,TRITON FERRIES,3.0,2.0,Cabin-2 Beds (Ext.) [AA2],201.0,Hoplites,64.07030953562086,1971-09-07,11:11:30,1900-01-02 01:19:30,M,1974-03-17,Liechtenstein,112-639-4595,Todd,Barber,Todd.Barber@gmail.com,GB17AETC85849801594548,Todd,Barber,04/31
"Kato Achaia, Greece (KAH)","Soupri, Greece (SOR)",Η/S/F KYDON PALACΕ,SARONIC FERRIES,4.0,3.0,Cabin-4 Beds [AB4],348.0,Hoplites,81.5358035384352,1999-07-08,00:58:58,1900-01-01 04:06:58,M,1995-11-22,Cambodia,7988540106,Darren,Harper,Darren.Harper@gmail.com,GB48QVHK64167252672012,Darren,Harper,02/26
"Nafplion, Greece (NAF)","Agio Theodoroi, Greece (AGT)",H/S/F OLYMPIC CHAMPION,SEAJETS,4.0,3.0,Cabin-2 Beds [A2K],27.0,No discount,24.404039542513033,2020-11-17,18:18:46,1900-01-02 03:05:46,M,1988-10-12,Marshall Islands,(261)886-1834,Bradley,Schmidt,Bradley.Schmidt@gmail.com,GB59FOWJ61396907789923,Bradley,Schmidt,05/30
"Othonoi, Greece (OTH)","Thasos, Greece (TSO)",BLUE STAR NAXOS,ANEK LINES,9.0,7.0,Aviation Seat [ATS],499.0,Retired NAT,73.17808096514591,1985-07-10,21:13:34,1900-01-02 15:03:34,M,1996-01-03,Gabon,(615)561-3808,Christopher,Warren,Christopher.Warren@gmail.com,GB63YWNA64733667671527,Christopher,Warren,03/32
"Chios, Greece (JKH)","Skafidia, Greece (SKD)",Η/S/F KNOSSOS PALACΕ,MINOAN LINES,3.0,2.0,Cabin-2 Beds (Ext.) [A2],82.0,Hoplites,26.128267330437687,1988-12-12,16:25:21,1900-01-01 21:55:21,F,1991-12-05,Lithuania,+1-379-847-8328,Beth,Chase,Beth.Chase@gmail.com,GB54NNXL89724624992892,Beth,Chase,03/31
"Prinos Thassou, Greece (PPI)","Diafanion, Greece (DIA)",RAPIDLINK JET,MINOAN LINES,7.0,2.0,Deck/Living Room [D] ,371.0,College Student,31.760882848112693,1998-03-13,03:07:19,1900-01-01 17:32:19,F,2001-11-16,Djibouti,304.346.4139,Teresa,Ross,Teresa.Ross@gmail.com,GB11UGZE66292894675295,Teresa,Ross,02/24
"Kalymnos, Greece (KMI)","Suda Bay, Greece (SUD)",F/B KRITI I,ANES FERRIES,8.0,6.0,Deck/Living Room [D] ,215.0,Retired NAT,38.70257163612242,1983-11-14,01:41:27,1900-01-01 09:08:27,F,1977-01-28,Western Sahara,599.875.2753,Brenda,Watson,Brenda.Watson@gmail.com,GB26DSSJ11062026709470,Brenda,Watson,05/30
"Naxos, Greece (JNX)","Diafanion, Greece (DIA)",ASTERION II,SAOS,1.0,1.0,Cabin-2 Beds (Ext.) [A2],486.0,Having many children,44.31489199648928,1996-02-21,00:22:28,1900-01-01 12:14:28,F,2001-12-18,Samoa,628.789.0124,Jennifer,Carter,Jennifer.Carter@gmail.com,GB56UKXZ77492910989823,Jennifer,Carter,05/23
"Phserimos Dodekanisou, Greece (PSE)","Kato Achaia, Greece (KAH)",AERO 2 HIGHSPEED,NOVA FERRIES,9.0,7.0,Cabin-2 Beds (Ext.) [A2],168.0,No discount,24.900106323275168,1981-10-31,17:46:47,1900-01-02 07:03:47,F,1998-03-12,Kuwait,1226853870,Jaime,Townsend,Jaime.Townsend@gmail.com,GB43WDJB92953899906804,Jaime,Townsend,02/25
"Agia Kyriaki (Trikeri Magnisia), Greece (AKM)","Eretria, Greece (ERE)",F/B ΕLYROS,KERKYRAIKES GRAMMES,1.0,1.0,Deck/Living Room [D] ,228.0,College Student,52.05241033098618,1999-06-11,07:21:35,1900-01-02 01:27:35,F,2000-08-31,Kenya,750-547-4145,Maureen,Miller,Maureen.Miller@gmail.com,GB05LTTR08901668453168,Maureen,Miller,12/25
"Soupri, Greece (SOR)","Palaia Fokaia, Greece (PFA)",PROTEAS,MINOAN LINES,7.0,3.0,Cabin-4 Beds (Ext.) [A4],75.0,Hoplites,23.678237035817244,2017-01-11,23:22:39,1900-01-02 19:04:39,M,1986-01-17,Papua New Guinea,878-165-6569,Richard,Cordova,Richard.Cordova@gmail.com,GB66QOGG26954034738488,Richard,Cordova,11/24
"Agios Nikolaos, Kriti, Greece (ANI)","Kerkira (Corfu), Greece (CFU)",KERKIRA,FAST FERRIES,10.0,1.0,Cabin-3 Beds (Ext.) [A3],41.0,College Student,14.40824790514833,1978-02-06,13:41:51,1900-01-01 14:58:51,F,1979-11-13,Congo,(453)517-4444,Sharon,Porter,Sharon.Porter@gmail.com,GB88YXRQ24668182599897,Sharon,Porter,05/23
"Agio Theodoroi, Greece (AGT)","NEA PERAMOS, Greece (902)",F/B ELEFTHERIOS VENIZELOS,MINOAN LINES,8.0,3.0,Cabin-2 Beds (Ext.) [A2],334.0,No discount,51.41106378965967,1982-04-07,01:06:30,1900-01-01 14:23:30,F,1987-12-29,Chad,3876230002,Michelle,Hicks,Michelle.Hicks@gmail.com,GB27YXDO33500195336929,Michelle,Hicks,03/28
"Eratini, Greece (ETK)","Altsi, Greece (ATS)",BLUE CARRIER 1,TRITON FERRIES,1.0,1.0,Cabin-4 Beds [A4K],286.0,No discount,52.29772227535447,1978-05-10,07:05:16,1900-01-02 00:18:16,M,1971-09-15,Lebanon,556-046-9195,David,Herrera,David.Herrera@gmail.com,GB48PVOV10084383453445,David,Herrera,04/25
"Lefkimmi, Greece (LFK)","Ierissos, Greece (IES)",ADAMANTIOS KORAIS,MINOAN LINES,5.0,5.0,Cabin-4 Beds (Ext.) [A4],427.0,Retired NAT,71.75706940838415,1988-10-09,05:08:54,1900-01-02 00:12:54,M,1985-03-12,Bulgaria,1385609025,Matthew,Kidd,Matthew.Kidd@gmail.com,GB65HARD96875842422279,Matthew,Kidd,06/29
"Faneromeni Salaminas, Greece (FNR)","Astros, Greece (ARS)",AERO 1 HIGHSPEED,SEA SPEED FERRIES,10.0,6.0,Cabin-2 Beds (Ext.) [A2],102.0,College Student,91.65848792497098,2007-09-09,10:01:48,1900-01-02 01:46:48,M,1980-11-09,Portugal,035-594-5810,Robert,Graham,Robert.Graham@gmail.com,GB79YFPG81424607599293,Robert,Graham,12/23
"Kalymnos, Greece (KMI)","Glyfa Fthiotidas, Greece (GLY)",PANAGIA SPILIANI,SEBECO LINES,6.0,6.0,Cabin-2 Beds (Ext.) [A2],215.0,Retired NAT,96.74592102624914,1995-01-02,07:52:06,1900-01-01 18:04:06,F,1975-11-03,Cameroon,907-239-9079,Sherri,Tran,Sherri.Tran@gmail.com,GB82AXMI61869033734018,Sherri,Tran,04/30
"Heraklion (Iraklion), Greece (HER)","MAKRONISOS, Greece (856)",PROTEAS,KARISTIA,9.0,4.0,Cabin-2 Beds (Ext.) [AA2],214.0,No discount,15.653069592786117,1990-04-21,22:50:10,1900-01-02 15:07:10,M,1980-10-31,Thailand,790-075-1525,Joe,Oneill,Joe.Oneill@gmail.com,GB44YNNA89132535248248,Joe,Oneill,03/26
"PEUKOKHORI KHALKIDIKES, Greece (851)","SUKAMINEA LESBOU, Greece (834)",ACHAIOS,SARONIC FERRIES,7.0,1.0,Cabin-4 Beds [AB4],132.0,No discount,91.07619642749044,2022-08-15,03:40:11,1900-01-01 09:59:11,M,1991-02-10,Burundi,(317)652-0501,Anthony,Snyder,Anthony.Snyder@gmail.com,GB69IETJ65687001551604,Anthony,Snyder,09/31
"Bari, Greece (ITBRI)","Eleusina, Greece (EEU)",HIGHSPEED 4,DODEKANISSOS SEAWAYS,1.0,1.0,Cabin-3 Beds (Ext.) [A3],192.0,No discount,36.92531941877749,1977-08-07,15:15:21,1900-01-01 22:42:21,M,1987-04-05,French Southern Territories,751.915.8139,Brian,Martinez,Brian.Martinez@gmail.com,GB98ELIT78300598078588,Brian,Martinez,03/29
"Xirokambion, Greece (XKB)","Stylida (Stylis), Greece (SYS)",DIAGORAS,AGIA MARINI NE,7.0,7.0,Cabin-2 Beds [A2K],70.0,Hoplites,87.72108154423046,2019-03-20,09:14:54,1900-01-01 14:25:54,M,2004-06-17,Bouvet Island (Bouvetoya),993-127-9451,Carlos,Good,Carlos.Good@gmail.com,GB12AWMZ28448723992730,Carlos,Good,11/23
"Monemvasia, Greece (MON)","MULOI ARGOUS, Greece (784)",PSARA GLORY,TWOWAY FERRIES,4.0,4.0,Deck/Living Room [D] ,52.0,Hoplites,61.336231587343214,1979-09-20,01:58:14,1900-01-01 06:04:14,F,1993-09-29,Denmark,8686518171,Jessica,Stanton,Jessica.Stanton@gmail.com,GB81OQLQ76178179173957,Jessica,Stanton,04/25
"Agios Stefanos Corfu, Greece (ASF)","Kosta Ermionidas, Greece (KEM)",AQUA JEWEL,AEGEAN FLYING DOLPHINS,4.0,2.0,Cabin-2 Beds [A2K],223.0,Retired NAT,34.593357462703395,1975-01-31,14:17:57,1900-01-02 05:14:57,F,1981-07-29,Burkina Faso,185-363-9144,Brittany,Woodward,Brittany.Woodward@gmail.com,GB49RTSC95617900487145,Brittany,Woodward,02/33
"Platania, Greece (PIA)","Khora Sfakion, Greece (CSF)",BLUE STAR 1,KARISTIA,3.0,3.0,Cabin-4 Beds (Ext.) [A4],300.0,Hoplites,67.93279916820356,2012-07-17,09:46:47,1900-01-02 02:46:47,M,1980-03-20,Dominica,329-423-5762,Curtis,Barnes,Curtis.Barnes@gmail.com,GB35HKBE80386409407656,Curtis,Barnes,10/29
"Lefkandi, Greece (LEF)","Faneromeni Salaminas, Greece (FNR)",SIMI,ΑΤΤΙCA GROUP,6.0,3.0,Cabin-3 Beds (Ext.) [A3],152.0,College Student,13.829179692185907,1993-04-23,12:15:38,1900-01-01 22:38:38,F,1994-01-03,French Guiana,+1-238-718-5856,Hannah,Baldwin,Hannah.Baldwin@gmail.com,GB56IAQL69173716746767,Hannah,Baldwin,07/29
"MELINE BOLOU, Greece (777)","Antikyra, Greece (ATK)",BLUE STAR DELOS,ZANTE FERRIES ,7.0,7.0,Deck/Living Room [D] ,119.0,No discount,95.98622936345485,1991-03-17,07:42:11,1900-01-01 09:45:11,F,2000-12-26,Norfolk Island,712.004.1478,Amanda,Adams,Amanda.Adams@gmail.com,GB64JHYT71784256674667,Amanda,Adams,08/28
"Aktio Vonitsas, Greece (AKT)","Elaiokhoria, Greece (XZX)",BLUE STAR PAROS,FAST FERRIES,5.0,5.0,Cabin-2 Beds [A2K],73.0,College Student,18.469602508978266,1996-04-14,08:40:00,1900-01-01 17:08:00,M,1991-08-01,Albania,496.334.5595,Edward,Hunter,Edward.Hunter@gmail.com,GB56YDJF20369568598620,Edward,Hunter,02/27
"MONE IBERON AGIOU OROUS, Greece (780)","Yali Island, Greece (YLI)",ERATO,ZANTE FERRIES ,7.0,1.0,Cabin-2 Beds [A2K],398.0,College Student,18.606877835438013,1992-04-13,10:52:54,1900-01-01 12:05:54,M,1988-09-16,Niger,975.413.1822,Jon,Blake,Jon.Blake@gmail.com,GB21RSWP73383730323616,Jon,Blake,05/24
"PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)","Skiathos, Greece (JSI)",FLYING DOLPHIN 19,TRITON FERRIES,1.0,2.0,Cabin-2 Beds [A2K],154.0,College Student,31.853743414604903,1976-02-11,10:45:21,1900-01-01 21:23:21,M,1985-01-04,Pakistan,001-283-676-8143,Frank,Lucas,Frank.Lucas@gmail.com,GB68CEGW97357986297455,Frank,Lucas,10/32
"Pachi, Greece (PME)","MONE IBERON AGIOU OROUS, Greece (780)",AERO 3 HIGHSPEED,IONION PELAGOS NE,4.0,2.0,Cabin-2 Beds (Ext.) [AA2],276.0,Having many children,87.1591824272723,2014-02-01,00:22:40,1900-01-01 14:22:40,M,1987-09-06,Antigua and Barbuda,+1-992-663-2038,Andrew,Thompson,Andrew.Thompson@gmail.com,GB84XFEA81705352376156,Andrew,Thompson,09/24
"AGIOS NIKOLAOS KHALKIDIKES, Greece (706)","KHOREUTO BOLOU, Greece (847)",H/S/C SANTORINI PALACE,ΑΤΤΙCA GROUP,1.0,1.0,Cabin-3 Beds (Ext.) [A3],86.0,Having many children,79.84840317607691,2018-09-29,08:23:59,1900-01-01 21:54:59,F,1995-09-23,Vietnam,(569)261-0869,Amy,Cruz,Amy.Cruz@gmail.com,GB60UCIN26653062625068,Amy,Cruz,12/24
"Tilos, Greece (TIL)","Kastellorizou (ex Megisti), Greece (KAS)",ASTERION II,GOUTOS LINES,10.0,6.0,Cabin-2 Beds (Ext.) [AA2],124.0,Hoplites,36.96822099803408,1977-06-11,13:21:10,1900-01-01 17:31:10,F,1993-02-22,Suriname,+1-578-159-8103,Bianca,Tate,Bianca.Tate@gmail.com,GB52EKMQ14317552537725,Bianca,Tate,02/32
"Navpaktos, Greece (NPK)","MPATSI ANDROU, Greece (783)",AQUA BLUE,TWOWAY FERRIES,7.0,5.0,Cabin-2 Beds [A2K],68.0,College Student,10.676968353841685,2011-10-18,15:43:06,1900-01-02 07:25:06,M,1977-12-09,Sweden,701.693.7576,Dale,Coffey,Dale.Coffey@gmail.com,GB83DGVK56803773052306,Dale,Coffey,01/24
"Navpaktos, Greece (NPK)","Yaltra, Greece (YAL)",SUPER STAR,AEGEAN FLYING DOLPHINS,8.0,5.0,Cabin-3 Beds (Ext.) [A3],73.0,Three Children,14.232593291684697,1973-03-16,14:09:36,1900-01-01 21:17:36,M,1990-09-24,Cook Islands,(188)575-1000,James,Dixon,James.Dixon@gmail.com,GB40INZK95974711347036,James,Dixon,07/24
"Nidhrion, Greece (NID)","Phserimos Dodekanisou, Greece (PSE)",HSC CAT,SEAJETS,9.0,7.0,Cabin-3 Beds (Ext.) [A3],281.0,Having many children,30.639338958711807,1976-10-03,01:16:40,1900-01-01 09:44:40,M,1974-09-14,Venezuela,721-657-6100,Daniel,Briggs,Daniel.Briggs@gmail.com,GB91JFYJ83889166946301,Daniel,Briggs,02/25
"Poros Kefallinias, Greece (PKE)","Nidhrion, Greece (NID)",Η/S/F KNOSSOS PALACΕ,TRITON FERRIES,6.0,4.0,Cabin-2 Beds (Ext.) [A2],394.0,Having many children,37.59820894712925,2002-03-30,16:36:51,1900-01-02 05:41:51,M,1977-01-21,Bolivia,(313)781-2410,Paul,Miller,Paul.Miller@gmail.com,GB25ZDPX07976980497700,Paul,Miller,07/24
"Siteia, Greece (JSH)","Perama, Greece (PER)",H/S/C SANTORINI PALACE,ΑΤΤΙCA GROUP,1.0,2.0,Cabin-3 Beds (Ext.) [A3],50.0,College Student,96.89662206962063,2009-06-30,09:59:10,1900-01-02 04:56:10,F,1998-02-05,Afghanistan,817-125-6326,Deborah,Cordova,Deborah.Cordova@gmail.com,GB49KDVG35522581811209,Deborah,Cordova,09/28
"MELINE BOLOU, Greece (777)","Aspropirgos, Greece (ASS)",FLYINGCAT 4,KATEROS,5.0,1.0,Cabin-2 Beds [A2K],183.0,Having many children,19.51739873378219,1972-01-12,00:29:36,1900-01-01 17:02:36,F,1972-03-17,Heard Island and McDonald Islands,3915517650,Megan,Johnson,Megan.Johnson@gmail.com,GB54EEIJ73312957880923,Megan,Johnson,11/31
"Tsingeli, Greece (TSI)","Sougia Chanion, Greece (SOG)",ASTERION II,ANES FERRIES,1.0,2.0,Cabin-2 Beds (Ext.) [A2],167.0,Three Children,45.27221783847029,2005-08-16,03:34:33,1900-01-01 11:55:33,M,1998-02-09,Timor-Leste,0445068307,Anthony,Hicks,Anthony.Hicks@gmail.com,GB10UCGG00481400896182,Anthony,Hicks,06/25
"Pissaetos Ithakis, Greece (PIS)","NTIPION LESBOU, Greece (797)",HSC CAT,DODEKANISSOS SEAWAYS,8.0,7.0,Cabin-4 Beds (Ext.) [A4],148.0,Three Children,44.863279847107115,2006-11-08,21:35:58,1900-01-02 09:26:58,F,1974-03-15,Anguilla,(743)937-8613,Kelly,Henry,Kelly.Henry@gmail.com,GB87DNKH33692596812450,Kelly,Henry,01/28
"Vathy (Port Vathy), Greece (VTH)","Pachi, Greece (PME)",ANTIGONI,LEBANTE FERRIES,5.0,6.0,Cabin-4 Beds [AB4],403.0,Three Children,85.23037982524711,2017-08-05,03:54:08,1900-01-01 20:55:08,M,1987-12-16,Taiwan,(507)132-3798,Michael,Alvarez,Michael.Alvarez@gmail.com,GB73CNRD68274327461156,Michael,Alvarez,11/26
"PAKHEIA AMMOS IERAPETRA, Greece (810)","Mathraki Diapontioi Island, Greece (MTR)",SUPERFAST XI,NOVA FERRIES,5.0,3.0,Cabin-3 Beds [AB3],257.0,Having many children,94.00371603850688,1994-01-25,02:12:14,1900-01-01 21:34:14,M,1999-01-12,Heard Island and McDonald Islands,823-185-7835,Samuel,Miller,Samuel.Miller@gmail.com,GB47IOPE81290263812163,Samuel,Miller,04/29
"Kalamata, Greece (KLX)","SUKAMINEA LESBOU, Greece (834)",H/S/F HELLENIC SPIRIT,AGIA MARINI NE,1.0,2.0,Cabin-4 Beds [A4K],224.0,Retired NAT,62.185362903233084,2008-05-10,13:22:44,1900-01-01 21:38:44,F,1994-03-22,Tonga,935.345.8936,Jessica,Woodward,Jessica.Woodward@gmail.com,GB90VHAR97700932311737,Jessica,Woodward,10/23
"Meganisi, Greece (MGN)","MARATHOKAMPOS SAMOU, Greece (MKP)",DIAGORAS,KERKYRAIKES GRAMMES,1.0,2.0,Cabin-3 Beds [AB3],409.0,Retired NAT,79.25567394127752,1971-06-14,01:35:33,1900-01-01 04:30:33,M,1986-09-20,Pakistan,001-323-807-2381,Frank,Ramos,Frank.Ramos@gmail.com,GB60HSOK24758876390964,Frank,Ramos,07/31
"MOKHLOS SETEIAS, Greece (782)","Neapolis, Greece (NEA)",MAKEDON,SARONIC FERRIES,1.0,1.0,Aviation Seat [ATS],455.0,Three Children,47.24555470988483,1973-01-12,23:24:33,1900-01-02 14:28:33,F,1999-11-01,Cocos (Keeling) Islands,001-293-960-0943,Teresa,Robinson,Teresa.Robinson@gmail.com,GB26MQPH95976927296600,Teresa,Robinson,06/26
"Trypiti Chalkidikis, Greece (TRY)","Kalamos Island (Lefkada), Greece (KAI)",FLYING DOLPHIN 29,ANE KALYMNOU,7.0,4.0,Cabin-4 Beds [AB4],398.0,Retired NAT,35.824595828399154,2017-07-05,11:52:44,1900-01-02 07:25:44,F,1987-04-01,India,4704684309,Christine,Patel,Christine.Patel@gmail.com,GB48NEOR26747671817339,Christine,Patel,08/28
"Agios Nikolaos Fokidas, Greece (AGF)","Lavrion (Laurium), Greece (LAV)",FAST FERRIES ANDROS,AEGEAN FLYING DOLPHINS,1.0,1.0,Aviation Seat [ATS],103.0,No discount,48.71867927689692,1986-01-15,08:18:53,1900-01-01 23:22:53,M,1976-02-16,Trinidad and Tobago,389.512.7886,Daniel,Palmer,Daniel.Palmer@gmail.com,GB46USCY91763516170556,Daniel,Palmer,12/31
"Kamares Sifnos, Greece (KRE)","Nea Artaki, Greece (NAR)",DODEKANISOS PRIDE,FAST FERRIES,2.0,3.0,Cabin-4 Beds [AB4],489.0,Retired NAT,23.092901770785502,2005-06-13,01:17:55,1900-01-01 09:12:55,M,1988-06-21,Antarctica (the territory South of 60 deg S),(789)226-8549,Michael,Smith,Michael.Smith@gmail.com,GB28CNLI37396140758725,Michael,Smith,08/25
"Agia Pelagia, Greece (APE)","MPATSI ANDROU, Greece (783)",HSC CAT,KERKYRAIKES GRAMMES,2.0,3.0,Aviation Seat [ATS],279.0,Hoplites,54.59411280761839,1985-12-10,17:41:46,1900-01-02 00:14:46,F,1987-07-05,Spain,1265257086,Virginia,Robinson,Virginia.Robinson@gmail.com,GB70CUQG24884317339206,Virginia,Robinson,04/31
"NEA POTIDAIA KHALKIDIKES, Greece (792)","SUKAMINEA LESBOU, Greece (834)",FLYING DOLPHIN 17,ΑΤΤΙCA GROUP,2.0,1.0,Cabin-4 Beds [A4K],129.0,Three Children,54.04938047003963,2019-07-15,18:53:36,1900-01-02 03:22:36,M,1995-09-15,Guadeloupe,748.519.6301,Steven,Payne,Steven.Payne@gmail.com,GB78PXJY17270474030430,Steven,Payne,04/32
"Nidhrion, Greece (NID)","Korinthos, Greece (KRT)",H/S/F OLYMPIC CHAMPION,LEBANTE FERRIES,5.0,2.0,Cabin-4 Beds [AB4],114.0,Three Children,52.89520059912575,1987-02-24,10:22:33,1900-01-01 21:32:33,M,1989-09-07,British Virgin Islands,(200)534-4526,James,Caldwell,James.Caldwell@gmail.com,GB81SYKK98964848096212,James,Caldwell,02/33
"Lavrion (Laurium), Greece (LAV)","Kalamata, Greece (KLX)",FOIVOS,ZANTE FERRIES ,1.0,2.0,Aviation Seat [ATS],180.0,No discount,84.9533341438341,2004-04-16,06:20:42,1900-01-01 17:02:42,M,1990-05-10,Afghanistan,217.758.7892,Michael,Cooley,Michael.Cooley@gmail.com,GB50NTTU72901297127421,Michael,Cooley,04/32
"Palaia Epidavros, Greece (PEP)","Dafni, Greece (DAF)",DIAGORAS,SEBECO LINES,1.0,2.0,Cabin-4 Beds [AB4],444.0,College Student,93.58106299651482,1990-11-13,11:00:57,1900-01-02 03:25:57,F,1977-06-08,Puerto Rico,825.730.8365,Nicole,Waller,Nicole.Waller@gmail.com,GB46KKHX84828148039652,Nicole,Waller,10/26
"Pythagoreion, Greece (PYT)","Thessi Kyrillo, Greece (TKO)",BLUE HORIZON,ANES FERRIES,4.0,3.0,Deck/Living Room [D] ,208.0,No discount,96.31844620954105,1987-07-26,12:58:38,1900-01-02 07:10:38,M,2003-01-18,Libyan Arab Jamahiriya,+1-717-941-0986,Wayne,Smith,Wayne.Smith@gmail.com,GB15BQXV61171526579827,Wayne,Smith,03/24
"Katakolon, Greece (KAK)","Karystos, Greece (KST)",STAVROS,TRITON FERRIES,2.0,3.0,Cabin-4 Beds (Ext.) [A4],324.0,Hoplites,12.353292343073775,2011-08-09,03:37:33,1900-01-01 06:52:33,M,1972-10-08,Luxembourg,779-942-4370,Michael,Vega,Michael.Vega@gmail.com,GB50CUII52384130005391,Michael,Vega,02/31
"Astypalaia, Greece (JTY)","TUROS ARKADIAS, Greece (840)",NAXOS JET,SARONIC FERRIES,2.0,3.0,Cabin-4 Beds (Ext.) [A4],176.0,College Student,15.178716932560537,1999-09-30,12:23:30,1900-01-02 01:53:30,F,1979-02-06,Mexico,954-704-3643,Jacqueline,Johnson,Jacqueline.Johnson@gmail.com,GB05OQRF06618594804420,Jacqueline,Johnson,01/26
